Date,Power,Detector,Quality
1-Jan-18,116,11,Bad
2-Jan-18,119,11,Bad
3-Jan-18,120,11,Bad
4-Jan-18,118,8,Bad
5-Jan-18,118,9,Bad
6-Jan-18,94,12,Good
7-Jan-18,93,12,Good
8-Jan-18,96,8,Good
9-Jan-18,97,8,Good
10-Jan-18,90,11,Good
11-Jan-18,98,8,Good
12-Jan-18,94,12,Good
13-Jan-18,95,10,Good
14-Jan-18,91,8,Good
15-Jan-18,100,12,Good
16-Jan-18,94,11,Good
17-Jan-18,94,8,Good
18-Jan-18,98,11,Good
19-Jan-18,93,12,Good
20-Jan-18,92,9,Good
21-Jan-18,96,8,Good
22-Jan-18,98,12,Good
23-Jan-18,100,11,Good
24-Jan-18,92,8,Good
25-Jan-18,91,8,Good
26-Jan-18,92,11,Good
27-Jan-18,96,8,Good
28-Jan-18,98,12,Good
29-Jan-18,99,8,Good
30-Jan-18,100,9,Good
31-Jan-18,93,12,Good
1-Feb-18,90,10,Good
2-Feb-18,100,12,Good
3-Feb-18,94,11,Good
4-Feb-18,95,9,Good
5-Feb-18,93,8,Good
6-Feb-18,98,11,Good
7-Feb-18,99,8,Good
8-Feb-18,91,12,Good
9-Feb-18,99,11,Good
10-Feb-18,91,8,Good
11-Feb-18,94,8,Good
12-Feb-18,93,12,Good
13-Feb-18,97,11,Good
14-Feb-18,93,12,Good
15-Feb-18,95,10,Good
16-Feb-18,94,11,Good
17-Feb-18,96,8,Good
18-Feb-18,99,9,Good
19-Feb-18,98,8,Good
20-Feb-18,96,12,Good
21-Feb-18,100,12,Good
22-Feb-18,94,11,Good
23-Feb-18,90,8,Good
24-Feb-18,91,8,Good
25-Feb-18,91,9,Good
26-Feb-18,90,5,Bad
27-Feb-18,94,7,Bad
28-Feb-18,99,6,Bad
1-Mar-18,98,7,Bad
2-Mar-18,92,5,Bad
3-Mar-18,98,6,Bad
4-Mar-18,98,6,Bad
5-Mar-18,91,5,Bad
6-Mar-18,99,6,Bad
7-Mar-18,96,5,Bad
8-Mar-18,93,7,Bad
9-Mar-18,94,5,Bad
10-Mar-18,98,5,Bad
11-Mar-18,100,6,Bad
12-Mar-18,96,5,Bad
13-Mar-18,99,7,Bad
14-Mar-18,96,8,Good
15-Mar-18,99,8,Good
16-Mar-18,99,12,Good
17-Mar-18,100,10,Good
18-Mar-18,99,12,Good
19-Mar-18,91,12,Good
20-Mar-18,93,10,Good
21-Mar-18,90,11,Good
22-Mar-18,99,11,Good
23-Mar-18,98,11,Good
24-Mar-18,97,12,Good
25-Mar-18,92,11,Good
26-Mar-18,100,12,Good
27-Mar-18,92,8,Good
28-Mar-18,92,10,Good
29-Mar-18,90,9,Good
30-Mar-18,97,10,Good
31-Mar-18,93,9,Good
1-Apr-18,113,8,Bad
2-Apr-18,118,8,Bad
3-Apr-18,114,9,Bad
4-Apr-18,114,10,Bad
5-Apr-18,113,12,Bad
6-Apr-18,118,11,Bad
7-Apr-18,117,12,Bad
8-Apr-18,113,12,Bad
9-Apr-18,113,9,Bad
10-Apr-18,115,8,Bad
11-Apr-18,112,12,Bad
12-Apr-18,118,11,Bad
13-Apr-18,115,9,Bad
14-Apr-18,120,12,Bad
15-Apr-18,114,8,Bad
16-Apr-18,113,9,Bad
17-Apr-18,111,12,Bad
18-Apr-18,118,12,Bad
19-Apr-18,114,9,Bad
20-Apr-18,113,12,Bad
21-Apr-18,119,10,Bad
22-Apr-18,99,9,Good
23-Apr-18,92,8,Good
24-Apr-18,97,11,Good
25-Apr-18,94,12,Good
26-Apr-18,94,8,Good
27-Apr-18,100,9,Good
28-Apr-18,95,9,Good
29-Apr-18,99,8,Good
30-Apr-18,98,8,Good
1-May-18,92,8,Good
2-May-18,90,10,Good
3-May-18,91,9,Good
4-May-18,91,11,Good
5-May-18,95,9,Good
6-May-18,90,8,Good
7-May-18,97,12,Good
8-May-18,90,9,Good
9-May-18,90,10,Good
10-May-18,98,9,Good
11-May-18,100,11,Good
12-May-18,98,10,Good
13-May-18,100,8,Good
14-May-18,90,12,Good
15-May-18,96,8,Good
16-May-18,91,10,Good
17-May-18,95,11,Good
18-May-18,91,9,Good
19-May-18,91,11,Good
20-May-18,95,10,Good
21-May-18,98,9,Good
22-May-18,90,8,Good
23-May-18,98,11,Good
24-May-18,93,10,Good
25-May-18,93,9,Good
26-May-18,93,10,Good
27-May-18,90,9,Good
28-May-18,93,8,Good
29-May-18,99,9,Good
30-May-18,96,11,Good
31-May-18,97,11,Good
1-Jun-18,96,9,Good
2-Jun-18,99,12,Good
3-Jun-18,90,10,Good
4-Jun-18,93,8,Good
5-Jun-18,92,11,Good
6-Jun-18,94,11,Good
7-Jun-18,100,9,Good
8-Jun-18,94,8,Good
9-Jun-18,92,10,Good
10-Jun-18,94,12,Good
11-Jun-18,95,12,Good
12-Jun-18,92,9,Good
13-Jun-18,91,8,Good
14-Jun-18,97,13,Bad
15-Jun-18,100,14,Bad
16-Jun-18,100,13,Bad
17-Jun-18,90,16,Bad
18-Jun-18,95,13,Bad
19-Jun-18,98,15,Bad
20-Jun-18,97,14,Bad
21-Jun-18,97,17,Bad
22-Jun-18,100,14,Bad
23-Jun-18,100,16,Bad
24-Jun-18,90,14,Bad
25-Jun-18,94,16,Bad
26-Jun-18,90,17,Bad
27-Jun-18,96,15,Bad
28-Jun-18,90,13,Bad
29-Jun-18,96,17,Bad
30-Jun-18,98,10,Good
1-Jul-18,99,8,Good
2-Jul-18,91,8,Good
3-Jul-18,93,9,Good
4-Jul-18,94,9,Good
5-Jul-18,100,8,Good
6-Jul-18,90,9,Good
7-Jul-18,90,12,Good
8-Jul-18,96,11,Good
9-Jul-18,97,11,Good
10-Jul-18,98,9,Good
11-Jul-18,99,12,Good
12-Jul-18,90,9,Good
13-Jul-18,95,12,Good
14-Jul-18,100,8,Good
15-Jul-18,93,9,Good
16-Jul-18,93,8,Good
17-Jul-18,93,9,Good
18-Jul-18,95,9,Good
19-Jul-18,90,11,Good
20-Jul-18,92,9,Good
21-Jul-18,98,8,Good
22-Jul-18,100,9,Good
23-Jul-18,93,12,Good
24-Jul-18,96,11,Good
25-Jul-18,90,10,Good
26-Jul-18,93,12,Good
27-Jul-18,91,12,Good
28-Jul-18,98,12,Good
29-Jul-18,99,10,Good
30-Jul-18,96,11,Good
31-Jul-18,100,12,Good
1-Aug-18,100,12,Good
2-Aug-18,92,12,Good
3-Aug-18,90,10,Good
4-Aug-18,99,11,Good
5-Aug-18,90,11,Good
6-Aug-18,93,9,Good
7-Aug-18,100,10,Good
8-Aug-18,98,8,Good
9-Aug-18,90,8,Good
10-Aug-18,96,12,Good
11-Aug-18,97,12,Good
12-Aug-18,95,9,Good
13-Aug-18,99,9,Good
14-Aug-18,96,10,Good
15-Aug-18,100,11,Good
16-Aug-18,91,11,Good
17-Aug-18,90,11,Good
18-Aug-18,90,15,Bad
19-Aug-18,97,16,Bad
20-Aug-18,93,13,Bad
21-Aug-18,94,13,Bad
22-Aug-18,95,13,Bad
23-Aug-18,93,13,Bad
24-Aug-18,98,13,Bad
25-Aug-18,100,14,Bad
26-Aug-18,91,17,Bad
27-Aug-18,93,13,Bad
28-Aug-18,97,15,Bad
29-Aug-18,90,14,Bad
30-Aug-18,91,15,Bad
31-Aug-18,99,17,Bad
1-Sep-18,98,13,Bad
2-Sep-18,98,15,Bad
3-Sep-18,95,12,Good
4-Sep-18,95,12,Good
5-Sep-18,92,10,Good
6-Sep-18,98,12,Good
7-Sep-18,97,8,Good
8-Sep-18,82,9,Bad
9-Sep-18,83,9,Bad
10-Sep-18,80,10,Bad
11-Sep-18,86,11,Bad
12-Sep-18,80,9,Bad
13-Sep-18,83,11,Bad
14-Sep-18,82,10,Bad
15-Sep-18,84,12,Bad
16-Sep-18,86,12,Bad
17-Sep-18,85,9,Bad
18-Sep-18,84,10,Bad
19-Sep-18,87,12,Bad
20-Sep-18,86,11,Bad
21-Sep-18,86,8,Bad
22-Sep-18,83,9,Bad
23-Sep-18,90,12,Good
24-Sep-18,95,12,Good
25-Sep-18,100,11,Good
26-Sep-18,95,10,Good
27-Sep-18,94,9,Good
28-Sep-18,98,10,Good
29-Sep-18,93,11,Good
30-Sep-18,93,10,Good
1-Oct-18,92,12,Good
2-Oct-18,100,8,Good
3-Oct-18,94,11,Good
4-Oct-18,90,8,Good
5-Oct-18,90,8,Good
6-Oct-18,99,8,Good
7-Oct-18,93,10,Good
8-Oct-18,97,12,Good
9-Oct-18,99,12,Good
10-Oct-18,98,8,Good
11-Oct-18,99,10,Good
12-Oct-18,100,10,Good
13-Oct-18,94,10,Good
14-Oct-18,95,12,Good
15-Oct-18,90,9,Good
16-Oct-18,100,10,Good
17-Oct-18,96,12,Good
18-Oct-18,92,11,Good
19-Oct-18,95,8,Good
20-Oct-18,100,9,Good
21-Oct-18,91,8,Good
22-Oct-18,99,12,Good
23-Oct-18,96,11,Good
24-Oct-18,98,8,Good
25-Oct-18,96,9,Good
26-Oct-18,97,11,Good
27-Oct-18,97,11,Good
28-Oct-18,94,10,Good
29-Oct-18,100,10,Good
30-Oct-18,92,11,Good
31-Oct-18,97,8,Good
1-Nov-18,96,9,Good
2-Nov-18,92,9,Good
3-Nov-18,93,8,Good
4-Nov-18,97,11,Good
5-Nov-18,95,10,Good
6-Nov-18,100,9,Good
7-Nov-18,92,10,Good
8-Nov-18,100,9,Good
9-Nov-18,94,15,Bad
10-Nov-18,93,16,Bad
11-Nov-18,93,14,Bad
12-Nov-18,99,13,Bad
13-Nov-18,97,16,Bad
14-Nov-18,93,17,Bad
15-Nov-18,92,16,Bad
16-Nov-18,90,17,Bad
17-Nov-18,98,16,Bad
18-Nov-18,94,15,Bad
19-Nov-18,100,13,Bad
20-Nov-18,91,15,Bad
21-Nov-18,90,13,Bad
22-Nov-18,91,13,Bad
23-Nov-18,90,15,Bad
24-Nov-18,95,14,Bad
25-Nov-18,91,10,Good
26-Nov-18,96,10,Good
27-Nov-18,96,9,Good
28-Nov-18,96,11,Good
29-Nov-18,93,9,Good
30-Nov-18,100,10,Good
1-Dec-18,96,8,Good
2-Dec-18,96,11,Good
3-Dec-18,90,11,Good
4-Dec-18,97,12,Good
5-Dec-18,94,10,Good
6-Dec-18,94,9,Good
7-Dec-18,90,8,Good
8-Dec-18,92,9,Good
9-Dec-18,98,12,Good
10-Dec-18,96,12,Good
11-Dec-18,91,8,Good
12-Dec-18,100,11,Good
13-Dec-18,93,8,Good
14-Dec-18,96,10,Good
15-Dec-18,91,8,Good
16-Dec-18,94,8,Good
17-Dec-18,90,11,Good
18-Dec-18,91,9,Good
19-Dec-18,91,12,Good
20-Dec-18,94,12,Good
21-Dec-18,91,11,Good
22-Dec-18,97,12,Good
23-Dec-18,95,8,Good
24-Dec-18,96,8,Good
25-Dec-18,95,12,Good
26-Dec-18,93,10,Good
27-Dec-18,90,10,Good
28-Dec-18,100,12,Good
29-Dec-18,100,8,Good
30-Dec-18,96,8,Good
31-Dec-18,98,8,Good
1-Jan-19,99,10,Good
2-Jan-19,93,11,Good
3-Jan-19,96,11,Good
4-Jan-19,94,11,Good
5-Jan-19,99,9,Good
6-Jan-19,92,8,Good
7-Jan-19,98,11,Good
8-Jan-19,92,10,Good
9-Jan-19,90,9,Good
10-Jan-19,94,12,Good
11-Jan-19,90,10,Good
12-Jan-19,97,11,Good
13-Jan-19,114,8,Bad
14-Jan-19,110,9,Bad
15-Jan-19,110,9,Bad
16-Jan-19,114,12,Bad
17-Jan-19,111,10,Bad
18-Jan-19,111,11,Bad
19-Jan-19,114,12,Bad
20-Jan-19,112,10,Bad
21-Jan-19,114,12,Bad
22-Jan-19,112,11,Bad
23-Jan-19,115,10,Bad
24-Jan-19,110,11,Bad
25-Jan-19,115,12,Bad
26-Jan-19,114,8,Bad
27-Jan-19,114,12,Bad
28-Jan-19,112,8,Bad
29-Jan-19,92,11,Good
30-Jan-19,91,12,Good
31-Jan-19,95,12,Good
1-Feb-19,90,9,Good
2-Feb-19,98,11,Good
3-Feb-19,91,11,Good
4-Feb-19,93,8,Good
5-Feb-19,100,12,Good
6-Feb-19,100,8,Good
7-Feb-19,95,11,Good
8-Feb-19,100,9,Good
9-Feb-19,91,10,Good
10-Feb-19,98,9,Good
11-Feb-19,96,12,Good
12-Feb-19,99,11,Good
13-Feb-19,98,10,Good
14-Feb-19,91,8,Good
15-Feb-19,98,9,Good
16-Feb-19,94,8,Good
17-Feb-19,98,10,Good
18-Feb-19,93,11,Good
19-Feb-19,96,11,Good
20-Feb-19,96,8,Good
21-Feb-19,91,11,Good
22-Feb-19,93,12,Good
23-Feb-19,90,11,Good
24-Feb-19,90,8,Good
25-Feb-19,95,12,Good
26-Feb-19,99,11,Good
27-Feb-19,93,8,Good
28-Feb-19,100,11,Good
1-Mar-19,93,9,Good
2-Mar-19,100,12,Good
3-Mar-19,90,12,Good
4-Mar-19,99,9,Good
5-Mar-19,90,8,Good
6-Mar-19,97,10,Good
7-Mar-19,94,10,Good
8-Mar-19,94,11,Good
9-Mar-19,90,11,Good
10-Mar-19,98,17,Bad
11-Mar-19,91,14,Bad
12-Mar-19,90,14,Bad
13-Mar-19,95,17,Bad
14-Mar-19,93,16,Bad
15-Mar-19,93,15,Bad
16-Mar-19,100,16,Bad
17-Mar-19,90,16,Bad
18-Mar-19,91,16,Bad
19-Mar-19,94,16,Bad
20-Mar-19,96,13,Bad
21-Mar-19,95,15,Bad
22-Mar-19,92,13,Bad
23-Mar-19,98,17,Bad
24-Mar-19,97,17,Bad
25-Mar-19,99,15,Bad
26-Mar-19,98,10,Good
27-Mar-19,93,9,Good
28-Mar-19,98,12,Good
29-Mar-19,92,12,Good
30-Mar-19,93,10,Good
31-Mar-19,95,11,Good
1-Apr-19,91,11,Good
2-Apr-19,92,11,Good
3-Apr-19,90,11,Good
4-Apr-19,100,10,Good
5-Apr-19,93,12,Good
6-Apr-19,91,11,Good
7-Apr-19,98,8,Good
8-Apr-19,95,10,Good
9-Apr-19,96,10,Good
10-Apr-19,100,12,Good
11-Apr-19,95,11,Good
12-Apr-19,93,12,Good
13-Apr-19,96,8,Good
14-Apr-19,97,9,Good
15-Apr-19,95,8,Good
16-Apr-19,91,9,Good
17-Apr-19,93,10,Good
18-Apr-19,91,10,Good
19-Apr-19,95,8,Good
20-Apr-19,94,9,Good
21-Apr-19,91,10,Good
22-Apr-19,95,12,Good
23-Apr-19,99,10,Good
24-Apr-19,90,12,Good
25-Apr-19,93,12,Good
26-Apr-19,90,12,Good
27-Apr-19,97,9,Good
28-Apr-19,98,11,Good
29-Apr-19,96,10,Good
30-Apr-19,93,9,Good
1-May-19,100,11,Good
2-May-19,97,8,Good
3-May-19,93,10,Good
4-May-19,94,11,Good
5-May-19,100,9,Good
6-May-19,99,10,Good
7-May-19,95,12,Good
8-May-19,94,12,Good
9-May-19,95,10,Good
10-May-19,96,10,Good
11-May-19,90,11,Good
12-May-19,97,10,Good
13-May-19,99,9,Good
14-May-19,93,10,Good
15-May-19,90,11,Good
16-May-19,92,8,Good
17-May-19,99,12,Good
18-May-19,96,10,Good
19-May-19,99,9,Good
20-May-19,99,9,Good
21-May-19,95,11,Good
22-May-19,90,8,Good
23-May-19,95,10,Good
24-May-19,90,10,Good
25-May-19,94,8,Good
26-May-19,98,10,Good
27-May-19,99,11,Good
28-May-19,98,8,Good
29-May-19,88,11,Bad
30-May-19,84,12,Bad
31-May-19,85,9,Bad
1-Jun-19,80,9,Bad
2-Jun-19,81,12,Bad
3-Jun-19,85,10,Bad
4-Jun-19,89,10,Bad
5-Jun-19,85,8,Bad
6-Jun-19,81,8,Bad
7-Jun-19,83,12,Bad
8-Jun-19,89,11,Bad
9-Jun-19,82,9,Bad
10-Jun-19,87,8,Bad
11-Jun-19,87,9,Bad
12-Jun-19,85,11,Bad
13-Jun-19,80,12,Bad
14-Jun-19,88,8,Bad
15-Jun-19,85,11,Bad
16-Jun-19,82,9,Bad
17-Jun-19,84,10,Bad
18-Jun-19,84,9,Bad
19-Jun-19,92,10,Good
20-Jun-19,91,12,Good
21-Jun-19,99,12,Good
22-Jun-19,99,10,Good
23-Jun-19,92,12,Good
24-Jun-19,92,8,Good
25-Jun-19,93,9,Good
26-Jun-19,97,10,Good
27-Jun-19,96,12,Good
28-Jun-19,93,9,Good
29-Jun-19,99,12,Good
30-Jun-19,99,10,Good
1-Jul-19,91,9,Good
2-Jul-19,98,11,Good
3-Jul-19,94,10,Good
4-Jul-19,94,8,Good
5-Jul-19,96,12,Good
6-Jul-19,98,8,Good
7-Jul-19,97,12,Good
8-Jul-19,93,11,Good
9-Jul-19,96,8,Good
10-Jul-19,91,11,Good
11-Jul-19,96,12,Good
12-Jul-19,98,12,Good
13-Jul-19,94,8,Good
14-Jul-19,95,9,Good
15-Jul-19,97,11,Good
16-Jul-19,99,8,Good
17-Jul-19,95,12,Good
18-Jul-19,91,11,Good
19-Jul-19,92,9,Good
20-Jul-19,94,11,Good
21-Jul-19,90,9,Good
22-Jul-19,100,12,Good
23-Jul-19,96,9,Good
24-Jul-19,98,12,Good
25-Jul-19,100,12,Good
26-Jul-19,90,8,Good
27-Jul-19,95,10,Good
28-Jul-19,92,8,Good
29-Jul-19,93,9,Good
30-Jul-19,90,9,Good
31-Jul-19,93,8,Good
1-Aug-19,100,12,Good
2-Aug-19,99,12,Good
3-Aug-19,98,9,Good
4-Aug-19,94,11,Good
5-Aug-19,93,8,Good
6-Aug-19,98,12,Good
7-Aug-19,98,10,Good
8-Aug-19,94,11,Good
9-Aug-19,91,10,Good
10-Aug-19,99,12,Good
11-Aug-19,93,12,Good
12-Aug-19,95,10,Good
13-Aug-19,100,11,Good
14-Aug-19,98,8,Good
15-Aug-19,94,8,Good
16-Aug-19,96,10,Good
17-Aug-19,98,9,Good
18-Aug-19,93,12,Good
19-Aug-19,99,9,Good
20-Aug-19,91,10,Good
21-Aug-19,94,12,Good
22-Aug-19,96,8,Good
23-Aug-19,90,12,Good
24-Aug-19,90,11,Good
25-Aug-19,95,9,Good
26-Aug-19,91,11,Good
27-Aug-19,97,9,Good
28-Aug-19,90,8,Good
29-Aug-19,95,12,Good
30-Aug-19,91,11,Good
31-Aug-19,98,9,Good
1-Sep-19,95,8,Good
2-Sep-19,91,12,Good
3-Sep-19,94,11,Good
4-Sep-19,94,12,Good
5-Sep-19,93,8,Good
6-Sep-19,94,11,Good
7-Sep-19,92,12,Good
8-Sep-19,96,10,Good
9-Sep-19,95,9,Good
10-Sep-19,95,12,Good
11-Sep-19,100,9,Good
12-Sep-19,94,12,Good
13-Sep-19,97,11,Good
14-Sep-19,90,11,Good
15-Sep-19,91,11,Good
16-Sep-19,97,10,Good
17-Sep-19,95,10,Good
18-Sep-19,91,8,Good
19-Sep-19,92,9,Good
20-Sep-19,92,12,Good
21-Sep-19,110,10,Bad
22-Sep-19,108,10,Bad
23-Sep-19,110,10,Bad
24-Sep-19,111,9,Bad
25-Sep-19,109,12,Bad
26-Sep-19,108,8,Bad
27-Sep-19,110,8,Bad
28-Sep-19,110,9,Bad
29-Sep-19,112,12,Bad
30-Sep-19,107,10,Bad
1-Oct-19,111,11,Bad
2-Oct-19,110,8,Bad
3-Oct-19,106,12,Bad
4-Oct-19,107,8,Bad
5-Oct-19,111,8,Bad
6-Oct-19,110,9,Bad
7-Oct-19,106,10,Bad
8-Oct-19,108,10,Bad
9-Oct-19,109,9,Bad
10-Oct-19,111,9,Bad
11-Oct-19,112,8,Bad
12-Oct-19,110,10,Bad
13-Oct-19,112,11,Bad
14-Oct-19,93,12,Good
15-Oct-19,93,10,Good
16-Oct-19,98,11,Good
17-Oct-19,97,11,Good
18-Oct-19,99,9,Good
19-Oct-19,94,11,Good
20-Oct-19,94,9,Good
21-Oct-19,93,8,Good
22-Oct-19,95,9,Good
23-Oct-19,94,11,Good
24-Oct-19,98,9,Good
25-Oct-19,94,8,Good
26-Oct-19,98,9,Good
27-Oct-19,90,12,Good
28-Oct-19,98,10,Good
29-Oct-19,99,12,Good
30-Oct-19,98,12,Good
31-Oct-19,97,11,Good
1-Nov-19,98,8,Good
2-Nov-19,92,11,Good
3-Nov-19,91,11,Good
4-Nov-19,96,12,Good
5-Nov-19,95,9,Good
6-Nov-19,93,12,Good
7-Nov-19,90,8,Good
8-Nov-19,97,9,Good
9-Nov-19,95,12,Good
10-Nov-19,99,8,Good
11-Nov-19,96,12,Good
12-Nov-19,90,9,Good
13-Nov-19,93,8,Good
14-Nov-19,93,11,Good
15-Nov-19,96,11,Good
16-Nov-19,100,10,Good
17-Nov-19,97,10,Good
18-Nov-19,94,9,Good
19-Nov-19,90,11,Good
20-Nov-19,91,11,Good
21-Nov-19,96,11,Good
22-Nov-19,99,8,Good
23-Nov-19,94,12,Good
24-Nov-19,99,12,Good
25-Nov-19,93,12,Good
26-Nov-19,93,8,Good
27-Nov-19,94,12,Good
28-Nov-19,92,8,Good
29-Nov-19,91,10,Good
30-Nov-19,93,12,Good
1-Dec-19,100,9,Good
2-Dec-19,93,12,Good
3-Dec-19,92,12,Good
4-Dec-19,95,9,Good
5-Dec-19,91,11,Good
6-Dec-19,87,9,Bad
7-Dec-19,82,9,Bad
8-Dec-19,81,11,Bad
9-Dec-19,81,9,Bad
10-Dec-19,89,10,Bad
11-Dec-19,83,10,Bad
12-Dec-19,82,9,Bad
13-Dec-19,80,12,Bad
14-Dec-19,82,11,Bad
15-Dec-19,82,8,Bad
16-Dec-19,86,11,Bad
17-Dec-19,82,9,Bad
18-Dec-19,80,8,Bad
19-Dec-19,95,8,Good
20-Dec-19,91,8,Good
21-Dec-19,100,10,Good
22-Dec-19,90,12,Good
23-Dec-19,97,8,Good
24-Dec-19,100,10,Good
25-Dec-19,92,10,Good
26-Dec-19,100,10,Good
27-Dec-19,93,8,Good
28-Dec-19,91,10,Good
29-Dec-19,95,8,Good
30-Dec-19,91,10,Good
31-Dec-19,100,12,Good
